word,n_entries,n_senses_total,wn_senses
hug,2,6,3
human,2,3,4
humble,2,5,6
humbug,2,6,4
humour,2,6,7
hump,2,7,3
hunch,2,3,3
hunger,2,4,5
hunt,2,8,15
hurdle,2,4,4
hurry,2,6,6
hurt,2,7,14
husband,2,3,2
hush,2,2,6
husk,2,3,3
husky,2,3,3
hustle,2,4,7
hymn,2,2,3
hypodermic,2,2,2
I,2,3,4
ice,2,9,11
ideal,2,4,5
idle,2,5,10
if,2,8,0
ill,3,7,9
immediately,2,2,3
imperative,2,4,4
imperfect,2,3,3
implement,2,2,4
imponderable,2,2,2
import,2,4,8
impressionist,2,3,2
imprint,2,3,7
impromptu,2,2,4
incarnate,2,3,4
incendiary,2,4,5
incense,2,2,4
inch,2,9,3
incident,2,3,4
incline,2,6,8
incognito,2,2,2
inconvenience,2,3,4
incorporate,2,3,5
increase,2,3,7
incumbent,2,4,4
indent,2,6,7
indenture,2,2,5
index,2,8,8
indicative,2,3,3
individual,2,5,6
inebriate,2,2,4
inessential,2,2,3
inferior,2,3,8
influence,2,7,8
initial,3,3,3
initiate,2,4,8
inland,2,2,2
innocent,2,5,8
insert,2,2,8
inset,2,2,4
inside,4,8,10
instance,2,5,3
instant,2,6,5
instinct,2,3,2
institute,2,2,3
insult,2,4,3
insurgent,2,2,3
intellectual,2,3,4
intent,2,4,3
interchange,2,5,8
interdict,2,3,4
interest,2,10,10
interim,2,3,2
interlock,2,2,5
intern,2,2,3
international,2,3,3
interrogative,2,3,4
interview,2,3,5
intimate,3,7,9
in,4,42,7
intrigue,2,4,4
invalid,2,2,5
inventory,2,2,6
invoice,2,3,2
iron,2,12,6
irregular,2,5,11
issue,2,11,16
it,2,20,1
italic,2,4,5
itch,2,5,7
item,2,3,6
J,2,3,2
jab,2,4,6
jabber,2,2,2
jack knife,2,2,0
jail,2,2,2
jaunt,2,2,2
jaw,2,4,7
jeer,2,2,2
jemmy,2,2,1
jerk,2,5,11
jest,2,3,4
jig,2,4,5
jiggle,2,2,2
jingle,2,3,3
jinx,2,3,4
jive,2,4,2
jockey,2,3,5
joggle,2,2,4
jog,2,8,9
joint,3,10,13
join,2,11,7
joke,2,11,6
jolly,3,6,5
jolt,2,3,4
jot,2,2,3
journey,2,4,3
judge,2,6,7
jug,2,5,4
juice,2,4,4
jumble,2,2,6
jump,2,15,21
just,2,17,10
juvenile,2,4,3
K,2,2,8
keen,3,10,7
keep,2,21,25
keep off,2,2,0
ken,2,2,2
kennel,2,3,2
keyboard,2,3,2
keynote,2,3,5
kick,2,12,14
kick about,2,4,0
kid,2,7,7
killing,2,3,19
kill,2,10,17
kindly,2,4,3
kind,2,8,4
kindred,2,4,3
kip,2,4,4
kiss,2,12,6
kneecap,2,3,2
knee,2,8,3
knickers,2,4,2
knife,2,5,4
knight,2,4,3
knockdown,2,3,2
knock,2,15,11
knock about,2,5,0
knot,2,12,10
knowing,2,2,16
known,2,6,12
know,2,16,12
KO,2,2,1
kowtow,2,3,3
label,2,4,9
labour,2,8,7
lace,2,6,7
lack,2,3,2
lacquer,2,2,3
ladder,2,5,4
ladle,2,2,3
lamb,2,4,6
lame,2,4,5
lament,2,4,5
laminate,2,5,5
lampoon,2,2,2
lance,2,3,6
land,2,16,18
landscape,2,4,6
lapidary,2,2,3
lapse,2,8,9
lard,2,4,3
lash,2,11,7
lasso,2,2,3
last,5,15,21
latch,2,5,3
late,2,10,11
lateral,2,2,3
lather,2,5,8
laugh,2,14,4
lavender,2,4,3
layer,2,6,6
laze,2,2,1
leading,2,4,20
leaf,2,8,6
leak,2,9,9
leap,2,8,8
lease,2,4,7
least,3,10,3
leather,2,3,2
leaven,2,4,3
leave,2,23,17
lech,2,2,1
lecture,2,4,5
leer,2,2,3
leeward,2,2,4
left,4,8,24
legion,2,4,5
leg,3,23,9
leisurely,2,2,2
less,3,20,6
letter,2,5,8
let off,2,6,0
level,4,19,19
lever,2,4,4
levy,2,7,4
libel,2,5,3
liberal,2,7,7
lick,2,14,7
lift,2,22,36
likely,2,5,5
like,6,31,11
lilt,2,4,2
limber,3,3,6
limit,2,5,9
limp,3,4,5
ling,2,2,5
linkman,2,2,1
liquid,2,7,11
lira,2,2,3
lisp,2,2,3
listen,2,3,3
literal,2,6,5
literate,2,3,4
lithograph,2,2,3
litter,2,7,7
little,3,14,10
livery,2,4,4
live,2,17,19
live on,2,2,0
living,2,9,17
load,2,12,14
loaf,2,5,4
loan,2,5,3
lob,2,4,3
lobby,2,6,4
local,2,4,5
locomotive,2,2,2
lodge,2,15,10
loft,2,4,8
log,2,5,7
longing,2,2,2
long,4,17,12
long - distance,2,2,0
look,3,19,14
look on,2,3,0
look round,2,3,0
look through,2,2,0
loom,2,3,5
loop,2,9,15
loose,4,18,18
loot,2,2,4
lope,2,2,3
lord,2,7,4
Lord,2,4,4
loud,2,3,4
lounge,2,4,4
love,3,12,10
lovely,2,3,3
lowly,2,4,4
low,4,28,16
L,2,3,5
lull,2,3,5
lunatic,2,3,3
lunch,2,3,3
lunge,2,2,3
lure,2,5,4
lush,2,3,4
lyric,2,4,7
machine,2,7,8
made,2,5,52
magic,2,6,3
maiden,2,6,3
main,2,5,5
majority,2,6,3
major,2,7,13
make,2,31,51
make out,2,5,0
male,2,4,6
malign,2,2,3
malt,2,4,7
manacle,2,2,2
mandate,2,4,6
mandatory,2,3,3
manicure,2,2,3
manifest,3,3,5
manifold,2,2,6
manoeuvre,2,4,8
mantle,2,3,10
man,3,24,13
manual,2,2,5
manufacture,2,5,6
manure,2,2,2
map,2,7,8
mare,2,2,2
marine,2,6,7
market,2,10,9
marshal,2,6,6
martyr,2,4,4
marvel,2,4,3
masculine,2,4,4
mash,2,4,5
mask,2,6,9
masonic,2,2,2
masquerade,2,3,5
massacre,2,4,2
massage,2,3,3
mastermind,2,2,3
master,3,13,15
mate,3,7,13
mat,3,7,10
material,2,7,11
matter,2,20,7
mature,2,5,11
may,2,9,2
meaning,2,4,10
measure,2,22,13
median,2,2,4
medical,2,3,4
medium,3,5,13
meet,3,17,15
melancholy,2,3,5
meld,2,2,4
mellow,2,5,9
menace,2,3,5
mend,2,8,4
menial,2,3,2
mention,2,7,6
mercenary,2,2,4
merchandise,2,2,2
mere,2,4,3
merit,2,3,3
mesh,2,8,9
mess,2,9,8
metal,2,4,4
metropolitan,2,3,3
mezzo,2,2,2
microfilm,2,2,2
middle,3,5,9
middling,2,3,4
midst,2,2,1
might,2,13,1
mighty,2,4,2
mild,2,4,3
mildew,2,3,3
militant,2,2,4
military,2,2,4
milk,2,10,7
mill,2,8,9
mime,2,6,4
mimeograph,2,2,2
mimic,3,6,3
mince,2,6,4
mind,2,40,13
mine,4,13,4
mineral,2,3,3
minor,2,6,11
minus,3,6,3
minute,3,9,8
mire,2,6,7
mirror,2,3,4
misconduct,2,4,4
miscount,2,2,2
misdeal,2,2,2
misfire,2,5,3
mishit,2,2,0
mismatch,2,2,2
misprint,2,2,2
misrule,2,3,1
mistake,2,8,5
mist,2,4,4
mistrust,2,2,3
misuse,2,3,3
mix,2,6,9
moan,2,6,2
mob,2,6,4
mobile,2,4,8
mock,3,6,4
model,3,12,16
moderate,3,6,10
modern,2,5,7
mollycoddle,2,2,2
monitor,2,7,9
mono,2,3,2
monochrome,2,3,3
monthly,2,2,3
moo,2,3,2
moonlight,2,2,2
moor,2,2,5
mope,2,2,3
mop,2,7,3
moral,2,7,3
more,2,19,5
mortal,2,10,5
mortgage,2,3,2
mortise,2,3,3
most,3,10,5
M,2,3,7
mother,2,9,7
mothproof,2,2,2
motion,2,7,8
motive,2,3,5
motley,2,4,7
motor,3,6,5
moult,2,4,2
mouth,2,11,11
movable,2,3,3
move,2,24,21
much,2,21,7
muck,2,5,5
muddle,2,4,4
muddy,2,5,7
mug,2,5,5
mulch,2,2,2
mull,2,2,4
multiple,2,3,2
multiply,2,6,5
mum,3,3,4
mural,2,2,2
murder,2,6,3
murmur,2,6,6
muse,2,4,3
mushroom,2,6,7
musical,2,5,5
muss,2,2,3
muster,2,5,4
mutiny,2,3,2
mutter,2,2,4
muzzle,2,5,7
mystic,2,5,4
nail,2,7,10
name,2,16,15
narcotic,2,3,4
narrative,2,4,2
narrow,2,6,10
nasal,2,3,4
nationalist,2,2,3
national,2,3,8
native,2,10,7
natter,2,2,1
natural,2,11,13
nay,2,5,2
nearby,2,2,2
near,5,9,9
neck,2,17,6
need,3,10,7
needle,2,10,6
negative,3,14,12
neglect,2,4,9
neither,4,4,1
nerve,2,8,4
nest,2,7,9
nettle,2,3,3
neurasthenic,2,2,2
neurotic,2,2,3
neuter,3,5,4
neutral,2,6,8
next,2,6,4
next to,2,4,0
nibble,2,6,5
nickel,2,3,4
nickname,2,2,3
nix,2,2,2
noble,2,6,5
nobody,2,2,1
nod,2,8,7
nominative,2,3,4
nonce,2,2,1
Nonconformist,2,2,4
none,2,9,4
northeast,2,3,7
north,2,4,9
northwest,2,3,7
nosedive,2,4,3
nose,2,13,14
nosh,2,3,2
notable,2,2,3
notch,2,5,6
note,2,15,13
nothing,3,23,2
notice,2,7,11
notwithstanding,3,3,1
novel,2,2,4
no,3,12,6
now,3,8,8
nuance,2,2,1
nude,2,5,5
nudge,2,3,3
numb,2,3,4
number,2,23,17
nurse,2,10,7
nurture,2,3,5
nut,2,13,8
nuts,2,4,9
objective,2,5,6
object,2,7,7
oblique,2,4,4
obscure,2,3,11
obsessional,2,4,1
obsessive,2,2,2
occasion,2,11,6
ochre,2,2,3
offensive,2,4,8
offer,2,7,16
official,2,2,7
offset,2,2,11
off,3,32,9
ogle,2,2,1
oil,2,8,6
okay,4,5,4
old - fashioned,2,3,0
on,3,37,5
once,3,12,3
one,2,29,9
only,3,8,9
ooze,2,2,4
op,2,2,0
opening,2,5,25
open,3,26,36
operative,2,3,6
opposite,3,4,11
orange,2,2,6
orbit,2,3,6
orderly,2,5,4
order,2,39,24
ordinal,2,2,3
original,2,7,6
ornament,2,4,3
orphan,2,2,5
other,2,9,4
outdoors,2,2,2
outfit,2,3,4
outlaw,2,3,4
outlay,2,2,2
outline,2,4,6
out,5,32,17
out -,2,6,0
outrage,2,3,7
outright,2,7,4
outside,4,11,14
over,4,37,7
overall,2,5,4
overbid,2,4,4
overcast,2,3,8
overcharge,2,4,3
overflow,2,7,4
overhang,2,3,3
overhaul,2,3,4
overhead,2,3,9
overlap,2,2,5
overlay,2,2,6
overload,2,3,5
overrun,2,4,6
overthrow,2,3,4
overweight,3,4,2
overwork,2,3,3
own,2,9,2
pace,3,13,10
package,2,4,4
pack,2,19,22
pad,3,10,11
padlock,2,3,2
pagan,2,3,4
pain,2,6,7
paint,2,12,7
pair,2,11,9
palaver,2,5,5
pale,3,7,7
palisade,2,3,2
pall,2,4,11
pancake,2,3,1
pander,2,4,3
panel,2,10,10
panhandle,2,2,3
panic,2,7,4
paper,2,14,9
parachute,2,3,2
parade,2,8,5
paragraph,2,4,4
parallel,3,11,8
paraphrase,2,2,2
pardon,2,7,5
park,2,8,8
parley,2,2,2
parody,2,3,4
parole,2,4,4
parrot,2,3,3
parry,2,2,4
particular,2,7,9
parting,2,3,7
partition,2,4,6
partner,2,7,5
part,4,24,18
par,3,9,3
passing,3,8,37
passive,2,6,4
pass over,2,3,0
paste,2,7,7
pastoral,2,6,6
past,4,15,6
pasture,2,6,4
pasty,2,2,4
pat,4,11,7
patch,2,15,13
patent,3,9,7
patient,2,3,3
patrician,2,4,4
patrol,2,5,4
pattern,2,7,10
pause,2,4,4
paw,2,5,4
pay,3,10,12
peach,2,5,5
peal,2,6,3
pearl,2,6,4
pedal,3,6,5
pedestrian,2,3,2
pee,2,3,3
peek,2,2,2
peel,2,6,5
peer,2,4,3
peg,2,12,10
pencil,2,4,5
pending,2,4,1
penitent,2,3,2
people,2,9,6
pepper,2,4,6
perch,3,8,10
perennial,2,4,4
perfect,3,10,5
perfume,2,4,4
period,4,8,7
perishing,2,5,1
perk,2,3,2
permit,2,5,6
perpendicular,2,5,7
per cent,2,2,0
pervert,2,4,4
pestle,2,2,4
petition,2,5,3
phase,2,4,6
phoney,2,2,2
photocopy,2,2,2
photograph,2,4,3
phrase,2,8,6
physic,2,2,1
piano,2,2,4
picket,2,9,8
pickle,2,7,3
picnic,2,3,4
pictorial,2,2,3
picture,2,15,12
piece,3,17,18
pigeonhole,2,4,4
piggy,2,2,2
pig,2,7,9
pillage,2,2,3
pillory,2,3,4
pillow,2,4,2
pilot,3,8,8
pimp,2,3,2
pinch,2,12,12
pine,2,5,3
ping,2,3,7
pink,5,8,7
pin,2,10,15
pinpoint,3,6,4
pioneer,2,5,5
pipe,2,13,9
piping,3,6,11
pique,2,4,3
pirate,2,3,5
pirouette,2,2,2
piss,2,6,3
pitchfork,2,2,2
pity,2,8,4
pivot,2,5,4
placard,2,3,3
place,2,42,32
plague,2,8,7
plain,3,9,11
plait,2,3,4
plan,2,7,7
plank,2,4,5
plant,2,12,10
plash,2,3,3
plaster,2,8,11
plastic,2,5,5
plate,2,19,16
play,3,57,52
play on,2,3,0
please,2,9,4
pleat,2,2,3
pledge,2,11,9
plenipotentiary,2,2,1
plenty,3,5,3
plight,2,3,4
plop,2,3,5
plot,2,10,8
plough,2,10,4
pluck,2,7,8
plug,2,9,13
plumb,4,9,9
plumbago,2,2,2
plume,2,5,9
plummet,2,2,2
plump,2,4,7
plunder,2,4,5
plunge,2,6,10
plus,3,9,4
plush,2,2,2
ply,2,5,8
pocket,2,19,11
pod,2,5,6
point,2,53,40
poise,2,4,7
poison,2,8,7
poleaxe,2,4,3
police,2,3,2
polish,2,7,8
pollard,2,3,3
poll,2,11,9
pomade,2,2,2
pommel,2,3,4
pong,2,2,1
pontificate,2,3,3
poorly,2,4,2
pose,2,6,9
position,2,11,18
positive,2,19,13
possessive,2,4,4
possible,2,5,4
posterior,2,4,4
postmark,2,2,2
postulate,2,2,4
posture,2,5,6
potential,2,3,4
pot,2,22,10
potter about,2,2,0
potty,2,4,5
pounce,2,3,2
pour on,2,5,0
pout,2,2,5
powder,2,7,5
power,2,18,10
powwow,2,3,3
practical,2,6,4
praise,2,5,3
prance,2,3,5
prattle,2,3,2
prawn,2,2,3
pray,2,5,2
precious,3,7,5
precipitate,3,6,7
pr *31 cis,2,3,0
predicate,2,3,5
predicative,2,3,1
preface,2,4,2
prefix,2,4,2
prejudice,2,5,3
preliminary,2,3,3
premier,2,4,6
premiere,2,2,4
premise,2,3,4
presage,2,2,3
preserve,2,11,9
pressgang,2,2,0
pressing,2,3,17
press on,2,3,0
pressure,2,9,9
pretend,2,5,8
pretty,3,12,3
preview,2,4,3
prey,2,5,4
price,2,16,9
prickle,2,3,4
prick,2,10,11
primary,2,5,9
prime,3,12,12
primitive,2,6,7
principal,2,8,7
print,2,23,11
prior,2,4,2
private,2,10,5
privy,2,3,4
probable,2,2,3
probate,2,3,4
probe,2,7,6
processional,2,3,3
prod,2,5,5
prodigal,2,3,2
produce,2,11,8
profane,2,5,6
professional,2,10,8
proffer,2,2,2
profile,2,5,7
profiteer,2,2,2
profit,2,3,4
profligate,2,3,4
program,2,4,10
programme,2,5,9
progress,2,6,6
progressive,2,6,8
project,2,10,14
projectile,2,3,3
prolapse,2,2,2
promenade,2,5,7
promise,2,7,6
prompt,4,8,8
prong,2,4,1
proof,3,12,12
propellant,2,4,2
proper,2,11,4
prophylactic,2,2,5
proportion,2,11,7
proposition,2,6,6
prospect,2,8,7
prostitute,2,3,2
prostrate,2,7,5
protest,2,7,6
proud,2,7,2
provincial,2,5,4
provision,2,6,5
prowl,2,5,3
prune,2,5,3
psychedelic,2,3,3
psychic,2,5,3
pub - crawl,2,2,0
public,2,10,4
pucker,2,2,4
puddle,2,4,12
puff,2,14,17
puke,2,2,3
pull,2,35,24
pulp,2,7,7
pun,2,2,2
puncture,2,4,8
punishing,2,3,3
pup,2,5,3
purchase,2,7,5
puree,2,3,2
purge,2,6,10
purple,2,5,7
purport,2,2,4
purpose,2,9,5
purr,2,5,3
purse,2,5,6
push,2,19,15
push on,2,4,0
putt,2,4,3
putty,2,5,2
put,4,12,10
put across,2,3,0
put off,2,9,0
put on,3,15,0
put through,2,6,0
put to,2,7,0
puzzle,2,6,4
P,2,3,2
Q,2,3,1
quadruple,2,2,5
quail,2,2,3
quake,2,2,3
quarantine,2,2,3
quarrel,2,4,3
quarterly,2,2,4
quarter,2,15,18
quaver,2,4,4
queen,2,8,12
queer,3,7,5
query,2,4,2
quest,2,2,7
question,2,11,11
queue,2,4,4
quibble,2,3,3
quick,3,7,8
quid,2,2,3
quiet,3,7,13
quip,2,2,3
quit,2,4,5
quiz,2,2,2
quote,3,6,6
rabbit,2,5,4
radial,2,2,5
radical,2,5,11
radio,2,6,5
raffle,2,2,2
raft,2,9,5
rage,2,8,8
raid,2,6,6
rain,2,10,4
raise,2,18,31
ram,2,7,9
ramble,2,4,3
rampage,2,2,2
random,2,2,1
range,2,15,17
rank,3,14,13
ransom,2,5,4
rant,2,4,3
rapid,2,6,3
rash,2,5,4
rasp,2,6,4
rather,2,5,4
ration,2,3,4
rat,2,6,11
rattle,2,7,5
rattling,2,2,6
rave,2,5,5
raw,2,7,14
R,2,5,4
reach,2,10,13
read,2,14,12
ready,5,10,8
ready - made,2,3,0
rear,2,7,11
reason,2,15,9
rebel,2,2,5
rebound,2,2,5
rebuff,2,2,4
rebuke,2,2,2
recall,2,8,12
recap,3,3,3
receipt,2,7,4
recess,2,6,8
reckon in,2,2,0
recoil,2,3,6
recompense,2,2,4
record,3,13,13
recruit,2,5,5
Red,2,4,7
redress,2,3,3
red,2,9,7
reek,2,3,5
referee,2,4,5
refill,2,2,3
refit,2,2,2
reform,2,3,9
reformatory,2,2,2
refrain,2,2,3
refund,2,2,3
refuse,2,2,7
regard,2,8,10
regenerate,2,3,10
regent,2,2,3
regiment,2,4,4
register,2,11,17
regret,2,5,5
regular,2,14,17
rehash,2,2,3
reign,2,4,5
reincarnate,2,2,3
reissue,2,2,3
reject,2,3,8
relapse,2,2,3
relative,2,3,4
relay,3,6,7
release,2,10,22
relict,2,2,2
religious,2,4,5
relish,2,4,4
remainder,2,2,5
remand,2,3,3
remark,2,3,4
remedy,2,3,4
remount,2,4,4
remove,2,8,9
rendezvous,2,4,4
repair,2,5,8
repeal,2,2,2
repeat,2,10,7
repellent,2,2,6
replay,2,4,6
reply,2,2,3
report,2,10,13
repose,2,6,9
re,2,2,3
representative,2,3,7
reprieve,2,2,6
reprimand,2,2,3
reprint,2,2,3
reproach,2,5,3
reprobate,2,2,5
reproof,2,2,2
reptilian,2,3,2
republican,2,3,5
Republican,2,2,5
repulse,2,4,4
request,2,7,5
requisition,2,2,5
rerun,2,3,5
rescue,2,3,3
research,2,4,4
reserve,2,10,11
reshuffle,2,3,4
resident,2,2,4
resolve,2,5,9
respect,2,9,9
restorative,2,2,4
result,2,8,7
retake,2,3,4
rethink,2,2,2
retread,2,2,3
retreat,2,9,11
return,3,19,29
Rev,2,2,2
revel,2,2,3
revenge,2,5,2
reverence,2,4,4
reverse,3,14,14
review,2,9,15
revise,2,4,3
revolt,2,5,4
revolutionary,2,3,5
rev,2,2,2
reward,2,4,8
rheumatic,2,3,2
rhomboid,2,2,3
rhyme,2,7,4
rib,2,6,8
ricochet,2,3,2
ride,2,15,16
ridge,2,2,11
ridicule,2,4,3
rim,2,2,8
rime,2,2,4
rinse,2,4,7
riot,2,5,6
riposte,2,4,4
ripple,2,6,4
rise,2,24,27
rising,2,2,23
risk,2,11,6
ritual,2,2,5
rival,3,3,3
rivet,2,3,5
roan,2,3,3
roaring,2,2,10
roar,2,10,9
roast,2,6,5
robe,2,4,4
rocket,2,6,7
roentgen,2,2,2
rogue,2,3,1
roll in,2,4,0
roly - poly,2,2,0
romance,2,5,10
Roman,2,6,7
Roman Catholic,2,2,0
romantic,2,5,5
romp,2,4,6
roneo,2,2,2
roof,2,7,5
room,2,6,5
roost,2,4,4
rope,2,11,4
rose,3,11,21
rosin,2,2,2
rotary,2,3,4
rot,2,6,5
rouge,2,2,2
roughcast,2,2,5
roughhouse,2,2,1
rough,4,23,18
roundabout,2,3,4
round,5,35,25
route,2,2,5
routine,2,4,4
rout,2,5,6
rowdy,2,2,2
royal,2,3,7
rubberneck,2,3,3
rubbish,3,4,3
rub,2,9,5
ruddle,2,2,3
ruddy,2,3,2
rue,2,3,5
ruffle,2,3,12
ruin,2,4,12
rule,2,15,19
ruling,2,2,9
rum,2,3,3
rummage,2,4,3
rummy,2,2,3
rung,2,4,8
running,3,13,52
run,3,53,57
run - down,2,4,0
run on,2,4,0
run through,2,6,0
rupture,2,4,4
russet,2,2,2
rust,2,4,8
rustic,2,4,4
rustle,2,4,4
rustproof,2,2,1
S,2,2,6
sabbatical,2,2,3
sable,2,4,6
sabotage,2,3,2
sabre,2,4,4
sacrifice,2,8,9
saddle,2,8,9
safe,2,11,7
safeguard,2,2,4
sag,2,4,3
said,2,2,12
sail,2,14,7
salaam,2,3,2
salient,2,3,4
sallow,3,3,3
salt,3,15,9
salute,2,8,9
salvage,2,5,5
salve,2,2,4
same,3,12,6
sample,2,5,4
sanction,2,5,7
sandbag,2,3,6
sandpaper,2,2,2
sand,2,4,4
sandwich,2,4,3
sass,2,2,3
sauce,2,4,4
saunter,2,2,3
saut *31,2,2,0
savage,3,6,8
save,3,8,12
savour,2,3,5
savoury,2,4,5
savvy,2,2,2
say,3,20,12
scab,2,4,4
scald,2,5,6
scallop,2,4,9
scalp,2,4,3
scan,2,5,9
scant,2,2,4
scar,2,3,3
scarce,2,3,2
scare,3,5,4
scatter,2,3,8
scent,2,8,6
schedule,2,5,4
scheme,2,5,7
schismatic,2,2,1
scold,2,2,3
scoop,2,9,8
scorch,2,5,8
score,4,20,18
scorn,2,5,4
scourge,2,5,6
scout,2,9,5
scowl,2,3,2
scrabble,2,2,4
scrag,2,3,5
scramble,2,8,7
scrape,2,11,10
scratch,3,20,17
scrawl,2,3,2
scream,2,6,6
screech,2,4,4
screen,2,14,16
screw,2,17,10
scribble,2,4,4
scribe,2,3,5
scrimmage,2,4,3
scrunch,2,4,4
scud,2,4,3
scuff,2,3,6
scuffle,2,2,5
scull,2,4,4
sculpture,2,5,4
scupper,2,3,3
scurry,2,2,2
scurvy,2,2,2
scythe,2,3,2
seam,2,6,4
sear,2,3,5
search,2,3,9
season,2,8,6
seat,2,11,16
sec,2,2,4
second - hand,2,3,0
secret,2,7,14
sectarian,2,2,3
section,2,10,15
secure,2,7,11
sedate,2,2,3
seed,2,14,13
seesaw,2,5,4
see,2,24,25
see through,2,3,0
segment,2,4,4
select,2,3,3
sellotape,2,2,2
sell,2,12,9
semaphore,2,3,3
semidetached,2,2,1
senior,2,4,5
sense,2,13,9
sentence,2,7,4
separate,2,9,19
serenade,2,3,3
serial,2,4,6
serve,2,18,16
service,3,19,18
settle,2,14,23
set,3,42,45
several,3,4,3
sex,2,7,6
shackle,2,4,4
shade,2,11,13
shadow,3,13,12
shaft,2,12,14
shag,2,2,6
shake,2,11,15
shallow,2,4,6
sham,2,4,5
shame,2,11,7
shampoo,2,4,3
shape,2,12,11
sharp,3,19,15
shave,2,8,7
she,2,4,0
shed,2,6,6
sheer,3,5,8
shellac,2,3,3
shell,2,9,18
shelter,2,5,7
shepherd,2,2,4
shield,2,4,5
shift,2,9,23
shimmer,2,2,3
shin,2,2,5
shine,3,8,11
ship,2,9,6
shipwreck,2,3,7
shit,3,9,8
shoddy,2,4,4
shoe,2,9,5
shoo,2,2,1
shoot,2,27,22
shop,2,11,7
short,3,24,23
shot,3,23,38
shoulder,2,13,8
shout,2,5,5
shovel,2,5,5
shove,2,3,4
shower,2,9,11
show,2,28,16
shred,2,3,3
shriek,2,2,3
shrine,2,3,2
shrink,2,3,6
shroud,2,4,6
shrug,2,2,2
shuck,2,2,3
shudder,2,2,4
shuffle,2,6,5
shutter,2,4,3
shuttle,2,6,4
sibilant,2,2,2
sidesaddle,2,2,2
sideslip,2,2,2
side,3,26,14
sideswipe,2,3,2
sidetrack,2,4,2
sieve,2,4,5
sigh,2,4,4
sight,3,21,9
signal,3,10,6
sign,2,10,20
silence,2,7,6
silent,2,6,6
silhouette,2,4,4
silly,2,5,5
silver,3,9,12
simmer,2,3,2
simper,2,2,2
simple,3,9,9
sin,2,5,8
since,3,4,0
singe,2,3,3
single,2,12,10
singular,2,4,7
sink,2,13,13
sip,2,2,2
siphon,2,4,4
sire,2,3,4
sissy,2,2,2
site,2,3,4
sitting,2,6,16
sit,2,11,10
skate,3,5,3
sketch,2,6,6
skewer,2,2,2
skid,2,5,7
skin,2,14,10
skipper,2,3,4
skirmish,2,3,2
skirt,2,7,8
ski,2,2,2
skivvy,2,2,1
skunk,2,3,5
sky,2,4,2
skylark,2,2,2
slander,2,3,3
slang,2,2,5
slant,2,4,6
slap,3,6,4
slash,2,10,9
slaughter,2,6,5
slave,2,4,4
sled,2,2,2
sledge,2,4,5
sleek,2,3,4
sleep,3,8,6
sleet,2,2,2
sleigh,2,2,2
slew,3,3,4
slice,2,9,10
slick,2,6,10
slide,2,11,10
slight,3,5,5
slim,2,3,3
sling,3,9,9
slit,2,2,6
sliver,2,2,5
slobber,2,4,2
slog,2,4,3
slope,2,5,3
slop,2,8,9
slot,2,5,8
slouch,2,3,4
slow,3,9,11
sluice,2,3,5
slum,2,4,2
slumber,2,2,3
slump,2,4,6
small,3,9,13
smart,3,9,9
smash,2,11,16
smear,2,6,8
smell,2,8,10
smelt,2,2,8
smile,2,6,3
smirch,2,2,4
smirk,2,2,2
smoke,2,10,10
smooch,2,2,2
smooth,2,7,12
smother,2,5,7
smoulder,2,3,3
smudge,2,4,3
smut,2,4,9
snack,2,2,2
snaffle,2,3,3
snag,2,5,7
snake,2,5,8
snap,4,22,26
snare,2,5,7
snatch,2,5,8
sneak,2,6,8
sneer,2,3,4
sneeze,2,3,2
snick,2,4,4
sniff,2,5,3
sniffle,2,2,3
snigger,2,2,2
snip,2,4,4
snipe,2,3,5
snitch,2,3,3
snog,2,2,1
snooker,2,2,3
snoop,2,2,2
snooze,2,2,2
snore,2,2,3
snort,2,4,6
snowball,2,3,6
snow,2,5,6
snub,3,3,5
snug,2,3,5
soak,2,6,11
soap,2,3,4
sober,2,4,7
sob,2,4,4
socialist,2,4,2
social,2,7,7
sojourn,2,2,2
solace,2,3,4
solder,2,2,2
soldier,2,3,3
solid,2,15,18
solitary,2,6,7
solo,4,6,7
solvent,2,2,3
somersault,2,2,2
something,2,15,0
sometime,2,2,2
soot,2,2,2
soprano,2,3,4
sop,2,3,7
sore,2,5,4
sorrel,2,2,6
sorrow,2,2,5
sorry,2,7,4
sort,2,9,6
so,3,28,11
soul,2,12,5
soundproof,2,2,2
sour,2,5,11
southeast,2,3,7
south,2,4,7
southwest,2,3,7
sovereign,2,5,3
sow,2,3,4
space,2,8,10
spangle,2,2,3
spanking,2,2,3
span,3,7,7
spare,3,15,13
sparkle,2,4,7
spark,2,9,8
spatter,2,4,5
spawn,2,4,3
spearhead,2,2,4
special,2,4,10
specific,2,3,6
spectacular,2,2,4
speed,2,7,10
spice,2,3,5
spin,2,13,13
spiral,2,5,10
spirit,3,13,9
spiritual,2,5,5
spite,2,3,3
splash,3,11,13
splay,2,2,5
splice,2,4,6
splinter,2,4,4
split,2,14,18
splurge,2,3,4
splutter,2,3,4
spoil,3,6,11
spoke,2,3,7
sponge,2,8,9
sponsor,2,3,5
spoof,2,2,2
spook,2,2,3
spoon,2,4,5
sport,2,9,9
spotlight,2,3,4
spot,3,24,20
spout,2,5,3
sprain,2,2,2
sprawl,2,4,4
spread,2,14,23
spring,2,15,11
spring - clean,2,2,0
sprinkle,2,5,6
sprint,2,3,2
sprout,2,5,4
spruce,3,4,5
sprung,2,2,5
